,id,price,absolute_profit,percent_profit
0,"AWP | Боец (Немного поношенное)Наклейка: ZywOo (голографическая) | Стокгольм 2021, Team Liquid | Кёльн 2016, device | Бостон 2018, device (золотая) | Бостон 2018115",105.31,14.400999999999996,0.13674864685215077
