AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: jdm64 | Кёльн 2016, jdm64 | Кёльн 2016, Xizt | Колумбус 2016",1.66
AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка: Жидкий огонь,1.66
AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка: Я тебя вижу (голографическая),1.65
AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: Спасите, Boombl4 | Стокгольм 2021, Ninjas in Pyjamas | Антверпен 2022, Тер-тех",1.65
AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: Спасите, Boombl4 | Стокгольм 2021, Ninjas in Pyjamas | Антверпен 2022, Тер-тех",1.61
AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: Boom | РМР 2020, Virtus.pro | РМР 2020, olofmeister | Катовице 2019, Copenhagen Flames | Антверпен 2022",1.80
AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка: MIBR | Лондон 2018,1.69
AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: BIG | Антверпен 2022, Copenhagen Flames | Антверпен 2022, FaZe Clan | Антверпен 2022",1.64
AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: Легендарный беркут-магистр (голографическая), Серебро (голографическая), Слишком поздно, Сезон сёрфинга",1.57
AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: Приветствую, Приветствую, Приветствую, Приветствую",1.57
AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка: Ципао (голографическая),1.57
AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: Boom | РМР 2020, Boom | РМР 2020, Boom | РМР 2020, Boom | РМР 2020",1.57
AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка: Великий магистр высшего ранга,1.61
AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: Тащермэн (голографическая), Выпустите! (голографическая), Выпустите! (голографическая), b1t | Стокгольм 2021",1.64
AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: Тащермэн (голографическая), Выпустите! (голографическая), Выпустите! (голографическая), b1t | Стокгольм 2021",1.61
AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: Последняя Вэнс, Последняя Вэнс, Последняя Вэнс, Тамара",1.57
AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка: Сезон сёрфинга,1.76
AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: olofmeister | Кёльн 2015, flusha | Кёльн 2015, Fnatic | Атланта 2017, XANTARES | Бостон 2018",1.64
AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: olofmeister | Кёльн 2015, flusha | Кёльн 2015, Fnatic | Атланта 2017, XANTARES | Бостон 2018",1.64
AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: Astralis (голографическая) | РМР 2020, FaZe (голографическая) | РМР 2020, Astralis (голографическая) | РМР 2020, FaZe (голографическая) | РМР 2020",1.77
AK-47 | Элитное снаряжение (После полевых испытаний),"Наклейка: Xyp9x | Берлин 2019, Magisk | Берлин 2019, gla1ve | Берлин 2019, dupreeh | Берлин 2019",1.65
