,id,gun_id,sticker1_id,sticker2_id,sticker3_id,sticker4_id,price
129,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: ENCE (блёстки) | Антверпен 2022, electroNic | Стокгольм 2021129",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | ENCE (блёстки) | Антверпен 2022,Наклейка | electroNic | Стокгольм 2021,,,1.42
130,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Gen.G | РМР 2020, Gen.G | РМР 2020, Gen.G | РМР 2020130",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Gen.G | РМР 2020,Наклейка | Gen.G | РМР 2020,Наклейка | Gen.G | РМР 2020,,1.42
131,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Natus Vincere | РМР 2020, Natus Vincere | РМР 2020, Natus Vincere | РМР 2020, Natus Vincere | РМР 2020131",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Natus Vincere | РМР 2020,Наклейка | Natus Vincere | РМР 2020,Наклейка | Natus Vincere | РМР 2020,Наклейка | Natus Vincere | РМР 2020,1.47
132,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Vitality | Антверпен 2022, G2 Esports | Антверпен 2022132",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Vitality | Антверпен 2022,Наклейка | G2 Esports | Антверпен 2022,,,1.44
133,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Let's Roll-oll133,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Let's Roll-oll,,,,1.5
134,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: G2 | РМР 2020, G2 | РМР 2020134",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | G2 | РМР 2020,Наклейка | G2 | РМР 2020,,,1.5
135,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Heroic | Антверпен 2022, Код «Дружба»135",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Heroic | Антверпен 2022,Наклейка | Код «Дружба»,,,1.46
136,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Ацтекские мотивы136,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Ацтекские мотивы,,,,1.46
137,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Natus Vincere | РМР 2020, Natus Vincere | РМР 2020, Natus Vincere | РМР 2020, Natus Vincere | РМР 2020137",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Natus Vincere | РМР 2020,Наклейка | Natus Vincere | РМР 2020,Наклейка | Natus Vincere | РМР 2020,Наклейка | Natus Vincere | РМР 2020,1.46
138,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: FURIA | РМР 2020138,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | FURIA | РМР 2020,,,,1.5
139,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Ninjas in Pyjamas | Антверпен 2022, Ninjas in Pyjamas | Антверпен 2022, Ninjas in Pyjamas | Антверпен 2022, Ninjas in Pyjamas | Антверпен 2022139",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Ninjas in Pyjamas | Антверпен 2022,Наклейка | Ninjas in Pyjamas | Антверпен 2022,Наклейка | Ninjas in Pyjamas | Антверпен 2022,Наклейка | Ninjas in Pyjamas | Антверпен 2022,1.45
140,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: jks | Берлин 2019, jks | Берлин 2019, jks | Берлин 2019, FaZe Clan | Антверпен 2022140",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | jks | Берлин 2019,Наклейка | jks | Берлин 2019,Наклейка | jks | Берлин 2019,Наклейка | FaZe Clan | Антверпен 2022,1.46
141,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Ninjas in Pyjamas | Антверпен 2022, Ninjas in Pyjamas | Антверпен 2022, Ninjas in Pyjamas | Антверпен 2022, Ninjas in Pyjamas | Антверпен 2022141",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Ninjas in Pyjamas | Антверпен 2022,Наклейка | Ninjas in Pyjamas | Антверпен 2022,Наклейка | Ninjas in Pyjamas | Антверпен 2022,Наклейка | Ninjas in Pyjamas | Антверпен 2022,1.45
142,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: jks | Берлин 2019, jks | Берлин 2019, jks | Берлин 2019, FaZe Clan | Антверпен 2022142",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | jks | Берлин 2019,Наклейка | jks | Берлин 2019,Наклейка | jks | Берлин 2019,Наклейка | FaZe Clan | Антверпен 2022,1.46
143,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: 100 Thieves | РМР 2020, Evil Geniuses | РМР 2020, 100 Thieves | РМР 2020, Natus Vincere | РМР 2020143",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | 100 Thieves | РМР 2020,Наклейка | Evil Geniuses | РМР 2020,Наклейка | 100 Thieves | РМР 2020,Наклейка | Natus Vincere | РМР 2020,1.46
144,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: G2 | РМР 2020, m0NESY | Антверпен 2022144",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | G2 | РМР 2020,Наклейка | m0NESY | Антверпен 2022,,,1.47
145,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Шерри145,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Шерри,,,,1.45
146,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Zeus | Колумбус 2016, Hiko | Колумбус 2016146",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Zeus | Колумбус 2016,Наклейка | Hiko | Колумбус 2016,,,1.45
147,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Zeus | Колумбус 2016, Hiko | Колумбус 2016147",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Zeus | Колумбус 2016,Наклейка | Hiko | Колумбус 2016,,,1.45
148,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Tyloo | Берлин 2019, Tyloo | Берлин 2019, Tyloo | Берлин 2019, Tyloo | Берлин 2019148",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Tyloo | Берлин 2019,Наклейка | Tyloo | Берлин 2019,Наклейка | Tyloo | Берлин 2019,Наклейка | Tyloo | Берлин 2019,1.45
149,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: На охоте, Virtus.Pro | Клуж-Напока 2015, Древний защитник, Медаль за заслуги149",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | На охоте,Наклейка | Virtus.Pro | Клуж-Напока 2015,Наклейка | Древний защитник,Наклейка | Медаль за заслуги,1.45
150,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: GO, Щёлк в голову150",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | GO,Наклейка | Щёлк в голову,,,1.45
151,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Ninjas in Pyjamas | Антверпен 2022, Ninjas in Pyjamas | Антверпен 2022, Ninjas in Pyjamas | Антверпен 2022, Ninjas in Pyjamas | Антверпен 2022151",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Ninjas in Pyjamas | Антверпен 2022,Наклейка | Ninjas in Pyjamas | Антверпен 2022,Наклейка | Ninjas in Pyjamas | Антверпен 2022,Наклейка | Ninjas in Pyjamas | Антверпен 2022,1.45
152,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: degster | Антверпен 2022152,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | degster | Антверпен 2022,,,,1.4
153,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Легенда, oskar | Берлин 2019, Jerry | Берлин 2019, Renegades | РМР 2020153",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Легенда,Наклейка | oskar | Берлин 2019,Наклейка | Jerry | Берлин 2019,Наклейка | Renegades | РМР 2020,1.4
154,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: TYLOO | РМР 2020, Ацтекские мотивы, TYLOO | РМР 2020, Spirit (голографическая) | РМР 2020154",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | TYLOO | РМР 2020,Наклейка | Ацтекские мотивы,Наклейка | TYLOO | РМР 2020,Наклейка | Spirit (голографическая) | РМР 2020,1.4
155,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Virtus.pro | РМР 2020, Virtus.pro | РМР 2020, Virtus.pro | РМР 2020, Истребление155",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Virtus.pro | РМР 2020,Наклейка | Virtus.pro | РМР 2020,Наклейка | Virtus.pro | РМР 2020,Наклейка | Истребление,1.4
156,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Boom | РМР 2020156,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Boom | РМР 2020,,,,1.4
157,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Война, Ацтекские мотивы, Пятнистый враг (голографическая)157",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Война,Наклейка | Ацтекские мотивы,Наклейка | Пятнистый враг (голографическая),,1.4
158,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Война, Ацтекские мотивы, Пятнистый враг (голографическая)158",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Война,Наклейка | Ацтекские мотивы,Наклейка | Пятнистый враг (голографическая),,1.4
159,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: hatz | Антверпен 2022, hades | Антверпен 2022159",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | hatz | Антверпен 2022,Наклейка | hades | Антверпен 2022,,,1.4
160,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: fer | Антверпен 2022, VINI | Антверпен 2022, fnx | Антверпен 2022160",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | fer | Антверпен 2022,Наклейка | VINI | Антверпен 2022,Наклейка | fnx | Антверпен 2022,,1.4
161,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Vitality | РМР 2020161,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Vitality | РМР 2020,,,,1.4
162,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Слишком поздно162,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Слишком поздно,,,,1.49
163,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: FalleN | Берлин 2019163,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | FalleN | Берлин 2019,,,,1.51
164,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Natus Vincere | РМР 2020, Copenhagen Flames | Антверпен 2022, TaZ | Атланта 2017164",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Natus Vincere | РМР 2020,Наклейка | Copenhagen Flames | Антверпен 2022,Наклейка | TaZ | Атланта 2017,,1.47
165,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Evil Geniuses | РМР 2020165,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Evil Geniuses | РМР 2020,,,,1.45
166,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Heroic | РМР 2020, s1mple | Стокгольм 2021, 100 Thieves | РМР 2020, Счётчик убийств166",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Heroic | РМР 2020,Наклейка | s1mple | Стокгольм 2021,Наклейка | 100 Thieves | РМР 2020,Наклейка | Счётчик убийств,1.45
167,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Spirit (голографическая) | РМР 2020, FaZe (голографическая) | РМР 2020, 100 Thieves | РМР 2020, TYLOO | РМР 2020167",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Spirit (голографическая) | РМР 2020,Наклейка | FaZe (голографическая) | РМР 2020,Наклейка | 100 Thieves | РМР 2020,Наклейка | TYLOO | РМР 2020,1.45
168,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Spirit (голографическая) | РМР 2020, FaZe (голографическая) | РМР 2020, 100 Thieves | РМР 2020, TYLOO | РМР 2020168",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Spirit (голографическая) | РМР 2020,Наклейка | FaZe (голографическая) | РМР 2020,Наклейка | 100 Thieves | РМР 2020,Наклейка | TYLOO | РМР 2020,1.49
169,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: 100 Thieves | РМР 2020169,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | 100 Thieves | РМР 2020,,,,1.5
170,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Team EnVyUs | Клуж-Напока 2015, fer | Берлин 2019170",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Team EnVyUs | Клуж-Напока 2015,Наклейка | fer | Берлин 2019,,,1.51
171,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Код «Дружба»171,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Код «Дружба»,,,,1.51
172,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Natus Vincere | Стокгольм 2021, Natus Vincere | Стокгольм 2021, Natus Vincere | Стокгольм 2021, Natus Vincere | Стокгольм 2021172",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Natus Vincere | Стокгольм 2021,Наклейка | Natus Vincere | Стокгольм 2021,Наклейка | Natus Vincere | Стокгольм 2021,Наклейка | Natus Vincere | Стокгольм 2021,1.49
173,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Я слишком стар, Syman Gaming | Берлин 2019173",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Я слишком стар,Наклейка | Syman Gaming | Берлин 2019,,,1.45
174,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Fnatic | РМР 2020, Fnatic | РМР 2020, Fnatic | РМР 2020, Fnatic | РМР 2020174",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Fnatic | РМР 2020,Наклейка | Fnatic | РМР 2020,Наклейка | Fnatic | РМР 2020,Наклейка | Fnatic | РМР 2020,1.49
175,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: FURIA | РМР 2020, FURIA | РМР 2020, FURIA | РМР 2020, Змеиная атака175",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | FURIA | РМР 2020,Наклейка | FURIA | РМР 2020,Наклейка | FURIA | РМР 2020,Наклейка | Змеиная атака,1.47
176,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Astralis | Антверпен 2022, Astralis | Антверпен 2022176",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Astralis | Антверпен 2022,Наклейка | Astralis | Антверпен 2022,,,1.5
177,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Renegades | Берлин 2019177,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Renegades | Берлин 2019,,,,1.47
178,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Renegades | Берлин 2019178,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Renegades | Берлин 2019,,,,1.47
179,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: electroNic | Стокгольм 2021, b1t | Стокгольм 2021, Boombl4 | Стокгольм 2021, s1mple | Стокгольм 2021179",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | electroNic | Стокгольм 2021,Наклейка | b1t | Стокгольм 2021,Наклейка | Boombl4 | Стокгольм 2021,Наклейка | s1mple | Стокгольм 2021,1.47
180,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Цыплячья грубость180,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Цыплячья грубость,,,,1.47
181,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Шалость181,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Шалость,,,,1.46
182,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Шалость182,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Шалость,,,,1.46
183,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Evil Geniuses (металлическая) | Стокгольм 2021, Eternal Fire | Антверпен 2022, JOTA (блёстки) | Антверпен 2022, PGL | Антверпен 2022183",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Evil Geniuses (металлическая) | Стокгольм 2021,Наклейка | Eternal Fire | Антверпен 2022,Наклейка | JOTA (блёстки) | Антверпен 2022,Наклейка | PGL | Антверпен 2022,1.47
184,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: kioShiMa | Клуж-Напока 2015, Team SoloMid | Клуж-Напока 2015184",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | kioShiMa | Клуж-Напока 2015,Наклейка | Team SoloMid | Клуж-Напока 2015,,,1.47
185,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Virtus.pro | РМР 2020, ENCE | Рио 2022, Ninjas in Pyjamas | РМР 2020185",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Virtus.pro | РМР 2020,Наклейка | ENCE | Рио 2022,Наклейка | Ninjas in Pyjamas | РМР 2020,,1.49
186,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: tiziaN | Антверпен 2022, tiziaN | Антверпен 2022, tabseN | Антверпен 2022, tiziaN | Антверпен 2022186",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | tiziaN | Антверпен 2022,Наклейка | tiziaN | Антверпен 2022,Наклейка | tabseN | Антверпен 2022,Наклейка | tiziaN | Антверпен 2022,1.49
187,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: FaZe | РМР 2020, G2 | РМР 2020, Natus Vincere | Стокгольм 2021, PGL | Стокгольм 2021187",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | FaZe | РМР 2020,Наклейка | G2 | РМР 2020,Наклейка | Natus Vincere | Стокгольм 2021,Наклейка | PGL | Стокгольм 2021,1.49
188,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: FaZe | РМР 2020, G2 | РМР 2020, Natus Vincere | Стокгольм 2021, PGL | Стокгольм 2021188",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | FaZe | РМР 2020,Наклейка | G2 | РМР 2020,Наклейка | Natus Vincere | Стокгольм 2021,Наклейка | PGL | Стокгольм 2021,1.45
189,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Заряжен на победу, IHC Esports | Антверпен 2022, IHC Esports | Антверпен 2022189",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Заряжен на победу,Наклейка | IHC Esports | Антверпен 2022,Наклейка | IHC Esports | Антверпен 2022,,1.49
190,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Сломанный клык (голографическая)190,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Сломанный клык (голографическая),,,,1.49
191,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Astralis | Краков 2017, mousesports | Лондон 2018191",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Astralis | Краков 2017,Наклейка | mousesports | Лондон 2018,,,1.47
192,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Шалость192,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Шалость,,,,1.46
193,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Evil Geniuses (металлическая) | Стокгольм 2021, Eternal Fire | Антверпен 2022, JOTA (блёстки) | Антверпен 2022, PGL | Антверпен 2022193",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Evil Geniuses (металлическая) | Стокгольм 2021,Наклейка | Eternal Fire | Антверпен 2022,Наклейка | JOTA (блёстки) | Антверпен 2022,Наклейка | PGL | Антверпен 2022,1.47
194,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: kioShiMa | Клуж-Напока 2015, Team SoloMid | Клуж-Напока 2015194",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | kioShiMa | Клуж-Напока 2015,Наклейка | Team SoloMid | Клуж-Напока 2015,,,1.47
195,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Virtus.pro | РМР 2020, ENCE | Рио 2022, Ninjas in Pyjamas | РМР 2020195",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Virtus.pro | РМР 2020,Наклейка | ENCE | Рио 2022,Наклейка | Ninjas in Pyjamas | РМР 2020,,1.49
196,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: tiziaN | Антверпен 2022, tiziaN | Антверпен 2022, tabseN | Антверпен 2022, tiziaN | Антверпен 2022196",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | tiziaN | Антверпен 2022,Наклейка | tiziaN | Антверпен 2022,Наклейка | tabseN | Антверпен 2022,Наклейка | tiziaN | Антверпен 2022,1.49
197,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: FaZe | РМР 2020, G2 | РМР 2020, Natus Vincere | Стокгольм 2021, PGL | Стокгольм 2021197",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | FaZe | РМР 2020,Наклейка | G2 | РМР 2020,Наклейка | Natus Vincere | Стокгольм 2021,Наклейка | PGL | Стокгольм 2021,1.49
198,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Ninjas in Pyjamas | РМР 2020, Самурай, G2 (голографическая) | РМР 2020198",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Ninjas in Pyjamas | РМР 2020,Наклейка | Самурай,Наклейка | G2 (голографическая) | РМР 2020,,1.45
199,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Заряжен на победу, IHC Esports | Антверпен 2022, IHC Esports | Антверпен 2022199",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Заряжен на победу,Наклейка | IHC Esports | Антверпен 2022,Наклейка | IHC Esports | Антверпен 2022,,1.49
200,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Сломанный клык (голографическая)200,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Сломанный клык (голографическая),,,,1.49
201,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Astralis | Краков 2017, mousesports | Лондон 2018201",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Astralis | Краков 2017,Наклейка | mousesports | Лондон 2018,,,1.47
202,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Золотая звезда202,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Золотая звезда,,,,1.49
203,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: FURIA | РМР 2020203,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | FURIA | РМР 2020,,,,1.51
204,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: BIG | Стокгольм 2021, BIG | Стокгольм 2021, BIG | Стокгольм 2021, BIG | Стокгольм 2021204",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | BIG | Стокгольм 2021,Наклейка | BIG | Стокгольм 2021,Наклейка | BIG | Стокгольм 2021,Наклейка | BIG | Стокгольм 2021,1.5
205,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Зомби, Кость «Петух»205",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Зомби,Наклейка | Кость «Петух»,,,1.5
206,AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: PGL | Антверпен 2022206,AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | PGL | Антверпен 2022,,,,1.5
207,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Древний мародёр, Древний мародёр, Древний мародёр, Древний мародёр207",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Древний мародёр,Наклейка | Древний мародёр,Наклейка | Древний мародёр,Наклейка | Древний мародёр,1.5
208,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Древний мародёр, Древний мародёр, Древний мародёр, Древний мародёр208",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Древний мародёр,Наклейка | Древний мародёр,Наклейка | Древний мародёр,Наклейка | Древний мародёр,1.5
209,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: 100 Thieves (голографическая) | РМР 2020, 100 Thieves (голографическая) | РМР 2020, 100 Thieves (голографическая) | РМР 2020, 100 Thieves (голографическая) | РМР 2020209",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | 100 Thieves (голографическая) | РМР 2020,Наклейка | 100 Thieves (голографическая) | РМР 2020,Наклейка | 100 Thieves (голографическая) | РМР 2020,Наклейка | 100 Thieves (голографическая) | РМР 2020,1.49
210,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Natus Vincere (голографическая) | РМР 2020, Natus Vincere (голографическая) | РМР 2020, Natus Vincere (голографическая) | РМР 2020, Natus Vincere (голографическая) | РМР 2020210",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Natus Vincere (голографическая) | РМР 2020,Наклейка | Natus Vincere (голографическая) | РМР 2020,Наклейка | Natus Vincere (голографическая) | РМР 2020,Наклейка | Natus Vincere (голографическая) | РМР 2020,1.49
211,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Змеиная атака, Змеиная атака, Змеиная атака, Змеиная атака211",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Змеиная атака,Наклейка | Змеиная атака,Наклейка | Змеиная атака,Наклейка | Змеиная атака,1.49
212,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Natus Vincere | РМР 2020, Сломанный клык, Сломанный клык, Renegades | РМР 2020212",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Natus Vincere | РМР 2020,Наклейка | Сломанный клык,Наклейка | Сломанный клык,Наклейка | Renegades | РМР 2020,1.5
213,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: forZe eSports | Антверпен 2022, hampus | Антверпен 2022, Heroic | РМР 2020, Ninjas in Pyjamas | РМР 2020213",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | forZe eSports | Антверпен 2022,Наклейка | hampus | Антверпен 2022,Наклейка | Heroic | РМР 2020,Наклейка | Ninjas in Pyjamas | РМР 2020,1.56
214,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: TYLOO (металлическая) | РМР 2020, Красная ярость214",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | TYLOO (металлическая) | РМР 2020,Наклейка | Красная ярость,,,1.52
215,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Fnatic | РМР 2020, Арбузный черепощуп, Скрипучая дверь215",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Fnatic | РМР 2020,Наклейка | Арбузный черепощуп,Наклейка | Скрипучая дверь,,1.55
216,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: Тактический сдвиг, PGL | Антверпен 2022216",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | Тактический сдвиг,Наклейка | PGL | Антверпен 2022,,,1.55
217,"AK-47 | Элитное снаряжение (После полевых испытаний)Наклейка: NiKo | Антверпен 2022, NiKo | Антверпен 2022, NiKo | Антверпен 2022, NiKo | Антверпен 2022217",AK-47 | Элитное снаряжение (После полевых испытаний),Наклейка | NiKo | Антверпен 2022,Наклейка | NiKo | Антверпен 2022,Наклейка | NiKo | Антверпен 2022,Наклейка | NiKo | Антверпен 2022,1.55
