,id,gun_id,sticker1_id,sticker2_id,sticker3_id,sticker4_id,price
0,"AWP | Боец (После полевых испытаний)Наклейка: Spirit (золотая) | РМР 2020, sjuush (золотая) | Стокгольм 2021, electroNic (золотая) | Стокгольм 2021, Evil Geniuses (золотая) | Стокгольм 20210",AWP | Боец (После полевых испытаний),Наклейка | Spirit (золотая) | РМР 2020,Наклейка | sjuush (золотая) | Стокгольм 2021,Наклейка | electroNic (золотая) | Стокгольм 2021,Наклейка | Evil Geniuses (золотая) | Стокгольм 2021,43.63
1,"AWP | Боец (После полевых испытаний)Наклейка: bodyy | Краков 2017, Team EnVyUs (голографическая) | Кёльн 2016, byali | Краков 2017, FaZe Clan | Кёльн 20161",AWP | Боец (После полевых испытаний),Наклейка | bodyy | Краков 2017,Наклейка | Team EnVyUs (голографическая) | Кёльн 2016,Наклейка | byali | Краков 2017,Наклейка | FaZe Clan | Кёльн 2016,43.14
2,AWP | Боец (После полевых испытаний)Наклейка: FalleN | Катовице 20192,AWP | Боец (После полевых испытаний),Наклейка | FalleN | Катовице 2019,,,,45.35
3,AWP | Боец (После полевых испытаний)Наклейка: kennyS | Кёльн 20163,AWP | Боец (После полевых испытаний),Наклейка | kennyS | Кёльн 2016,,,,49.61
4,"AWP | Боец (После полевых испытаний)Наклейка: Team EnVyUs | MLG Columbus 2016, FaZe Clan | MLG Columbus 2016, Natus Vincere | Колумбус 20164",AWP | Боец (После полевых испытаний),Наклейка | Team EnVyUs | MLG Columbus 2016,Наклейка | FaZe Clan | MLG Columbus 2016,Наклейка | Natus Vincere | Колумбус 2016,,53.16
5,"AWP | Боец (После полевых испытаний)Наклейка: Perfecto | Стокгольм 2021, s1mple (голографическая) | Стокгольм 2021, Ninjas in Pyjamas | Стокгольм 2021, Let's Roll-oll (голографическая)5",AWP | Боец (После полевых испытаний),Наклейка | Perfecto | Стокгольм 2021,Наклейка | s1mple (голографическая) | Стокгольм 2021,Наклейка | Ninjas in Pyjamas | Стокгольм 2021,Наклейка | Let's Roll-oll (голографическая),55.47
6,"AWP | Боец (После полевых испытаний)Наклейка: Perfecto | Стокгольм 2021, s1mple (голографическая) | Стокгольм 2021, Ninjas in Pyjamas | Стокгольм 2021, Let's Roll-oll (голографическая)6",AWP | Боец (После полевых испытаний),Наклейка | Perfecto | Стокгольм 2021,Наклейка | s1mple (голографическая) | Стокгольм 2021,Наклейка | Ninjas in Pyjamas | Стокгольм 2021,Наклейка | Let's Roll-oll (голографическая),55.06
7,"AWP | Боец (После полевых испытаний)Наклейка: Cloud9 (голографическая) | Кёльн 2014, Skadoodle | Кёльн 20157",AWP | Боец (После полевых испытаний),Наклейка | Cloud9 (голографическая) | Кёльн 2014,Наклейка | Skadoodle | Кёльн 2015,,,70.00
8,AWP | Боец (После полевых испытаний)Наклейка: apEX | Клуж-Напока 20158,AWP | Боец (После полевых испытаний),Наклейка | apEX | Клуж-Напока 2015,,,,81.00
9,"AWP | Боец (После полевых испытаний)Наклейка: Сфинкс, Не волнуйся, я про, Мастер Чиф (голографическая)9",AWP | Боец (После полевых испытаний),Наклейка | Сфинкс,Наклейка | Не волнуйся,Наклейка | я про,Наклейка | Мастер Чиф (голографическая),93.86
10,"AWP | Боец (После полевых испытаний)Наклейка: pronax | Кёльн 2015, Titan | Катовице 2015, Ninjas in Pyjamas | Катовице 201510",AWP | Боец (После полевых испытаний),Наклейка | pronax | Кёльн 2015,Наклейка | Titan | Катовице 2015,Наклейка | Ninjas in Pyjamas | Катовице 2015,,110.13
11,"AWP | Боец (После полевых испытаний)Наклейка: Plopski (голографическая) | Стокгольм 2021, Natus Vincere | Стокгольм 2021, Natus Vincere | Кёльн 2015, Закатный рывок (голографическая)11",AWP | Боец (После полевых испытаний),Наклейка | Plopski (голографическая) | Стокгольм 2021,Наклейка | Natus Vincere | Стокгольм 2021,Наклейка | Natus Vincere | Кёльн 2015,Наклейка | Закатный рывок (голографическая),178.95
12,AWP | Боец (Немного поношенное)Наклейка: Natus Vincere | Кёльн 201612,AWP | Боец (Немного поношенное),Наклейка | Natus Vincere | Кёльн 2016,,,,38.82
13,AWP | Боец (Немного поношенное)Наклейка: Ninjas in Pyjamas (голографическая) | Лондон 201813,AWP | Боец (Немного поношенное),Наклейка | Ninjas in Pyjamas (голографическая) | Лондон 2018,,,,38.14
14,"AWP | Боец (Немного поношенное)Наклейка: GODSENT | РМР 2020, GODSENT | РМР 2020, GODSENT | РМР 2020, Spirit | РМР 202014",AWP | Боец (Немного поношенное),Наклейка | GODSENT | РМР 2020,Наклейка | GODSENT | РМР 2020,Наклейка | GODSENT | РМР 2020,Наклейка | Spirit | РМР 2020,44.33
15,"AWP | Боец (Немного поношенное)Наклейка: Cloud9 G2A | Кёльн 2015, FaZe Clan | Атланта 2017, Natus Vincere | Атланта 2017, SK Gaming (голографическая) | Краков 201715",AWP | Боец (Немного поношенное),Наклейка | Cloud9 G2A | Кёльн 2015,Наклейка | FaZe Clan | Атланта 2017,Наклейка | Natus Vincere | Атланта 2017,Наклейка | SK Gaming (голографическая) | Краков 2017,39.49
16,"AWP | Боец (Немного поношенное)Наклейка: Astralis | Краков 2017, SK Gaming (голографическая) | Кёльн 2016, Спец-тех, Astralis | Бостон 201816",AWP | Боец (Немного поношенное),Наклейка | Astralis | Краков 2017,Наклейка | SK Gaming (голографическая) | Кёльн 2016,Наклейка | Спец-тех,Наклейка | Astralis | Бостон 2018,40.86
17,"AWP | Боец (Немного поношенное)Наклейка: Сломанный клык (голографическая), Bosh (голографическая), Evil Geniuses (голографическая) | Стокгольм 202117",AWP | Боец (Немного поношенное),Наклейка | Сломанный клык (голографическая),Наклейка | Bosh (голографическая),Наклейка | Evil Geniuses (голографическая) | Стокгольм 2021,,39.49
18,"AWP | Боец (Немного поношенное)Наклейка: kennyS | Колумбус 2016, karrigan | Бостон 201818",AWP | Боец (Немного поношенное),Наклейка | kennyS | Колумбус 2016,Наклейка | karrigan | Бостон 2018,,,40.25
19,AWP | Боец (Немного поношенное)Наклейка: Кемпинг (металлическая)19,AWP | Боец (Немного поношенное),Наклейка | Кемпинг (металлическая),,,,40.25
20,"AWP | Боец (Немного поношенное)Наклейка: Возрождение феникса (металлическая), StarLadder | Берлин 2019, USTILO | Лондон 2018, malta | Катовице 201920",AWP | Боец (Немного поношенное),Наклейка | Возрождение феникса (металлическая),Наклейка | StarLadder | Берлин 2019,Наклейка | USTILO | Лондон 2018,Наклейка | malta | Катовице 2019,42.83
21,"AWP | Боец (Немного поношенное)Наклейка: FaZe Clan (голографическая) | Лондон 2018, Возрождение феникса (металлическая), Бдительность (голографическая), Отличный выстрел21",AWP | Боец (Немного поношенное),Наклейка | FaZe Clan (голографическая) | Лондон 2018,Наклейка | Возрождение феникса (металлическая),Наклейка | Бдительность (голографическая),Наклейка | Отличный выстрел,41.60
22,AWP | Боец (Немного поношенное)Наклейка: Natus Vincere | Кёльн 201622,AWP | Боец (Немного поношенное),Наклейка | Natus Vincere | Кёльн 2016,,,,38.82
23,AWP | Боец (Немного поношенное)Наклейка: Ninjas in Pyjamas (голографическая) | Лондон 201823,AWP | Боец (Немного поношенное),Наклейка | Ninjas in Pyjamas (голографическая) | Лондон 2018,,,,38.14
24,"AWP | Боец (Немного поношенное)Наклейка: GODSENT | РМР 2020, GODSENT | РМР 2020, GODSENT | РМР 2020, Spirit | РМР 202024",AWP | Боец (Немного поношенное),Наклейка | GODSENT | РМР 2020,Наклейка | GODSENT | РМР 2020,Наклейка | GODSENT | РМР 2020,Наклейка | Spirit | РМР 2020,44.33
25,"AWP | Боец (Немного поношенное)Наклейка: Cloud9 G2A | Кёльн 2015, FaZe Clan | Атланта 2017, Natus Vincere | Атланта 2017, SK Gaming (голографическая) | Краков 201725",AWP | Боец (Немного поношенное),Наклейка | Cloud9 G2A | Кёльн 2015,Наклейка | FaZe Clan | Атланта 2017,Наклейка | Natus Vincere | Атланта 2017,Наклейка | SK Gaming (голографическая) | Краков 2017,39.49
26,"AWP | Боец (Немного поношенное)Наклейка: Astralis | Краков 2017, SK Gaming (голографическая) | Кёльн 2016, Спец-тех, Astralis | Бостон 201826",AWP | Боец (Немного поношенное),Наклейка | Astralis | Краков 2017,Наклейка | SK Gaming (голографическая) | Кёльн 2016,Наклейка | Спец-тех,Наклейка | Astralis | Бостон 2018,40.86
27,"AWP | Боец (Немного поношенное)Наклейка: Сломанный клык (голографическая), Bosh (голографическая), Evil Geniuses (голографическая) | Стокгольм 202127",AWP | Боец (Немного поношенное),Наклейка | Сломанный клык (голографическая),Наклейка | Bosh (голографическая),Наклейка | Evil Geniuses (голографическая) | Стокгольм 2021,,39.49
28,"AWP | Боец (Немного поношенное)Наклейка: kennyS | Колумбус 2016, karrigan | Бостон 201828",AWP | Боец (Немного поношенное),Наклейка | kennyS | Колумбус 2016,Наклейка | karrigan | Бостон 2018,,,40.25
29,AWP | Боец (Немного поношенное)Наклейка: Кемпинг (металлическая)29,AWP | Боец (Немного поношенное),Наклейка | Кемпинг (металлическая),,,,40.25
30,"AWP | Боец (Немного поношенное)Наклейка: Возрождение феникса (металлическая), StarLadder | Берлин 2019, USTILO | Лондон 2018, malta | Катовице 201930",AWP | Боец (Немного поношенное),Наклейка | Возрождение феникса (металлическая),Наклейка | StarLadder | Берлин 2019,Наклейка | USTILO | Лондон 2018,Наклейка | malta | Катовице 2019,42.83
31,"AWP | Боец (Немного поношенное)Наклейка: FaZe Clan (голографическая) | Лондон 2018, Возрождение феникса (металлическая), Бдительность (голографическая), Отличный выстрел31",AWP | Боец (Немного поношенное),Наклейка | FaZe Clan (голографическая) | Лондон 2018,Наклейка | Возрождение феникса (металлическая),Наклейка | Бдительность (голографическая),Наклейка | Отличный выстрел,41.60
32,AWP | Боец (Немного поношенное)Наклейка: Natus Vincere | Кёльн 201632,AWP | Боец (Немного поношенное),Наклейка | Natus Vincere | Кёльн 2016,,,,38.82
33,AWP | Боец (Немного поношенное)Наклейка: Ninjas in Pyjamas (голографическая) | Лондон 201833,AWP | Боец (Немного поношенное),Наклейка | Ninjas in Pyjamas (голографическая) | Лондон 2018,,,,38.14
34,"AWP | Боец (Немного поношенное)Наклейка: GODSENT | РМР 2020, GODSENT | РМР 2020, GODSENT | РМР 2020, Spirit | РМР 202034",AWP | Боец (Немного поношенное),Наклейка | GODSENT | РМР 2020,Наклейка | GODSENT | РМР 2020,Наклейка | GODSENT | РМР 2020,Наклейка | Spirit | РМР 2020,44.33
35,"AWP | Боец (Немного поношенное)Наклейка: Cloud9 G2A | Кёльн 2015, FaZe Clan | Атланта 2017, Natus Vincere | Атланта 2017, SK Gaming (голографическая) | Краков 201735",AWP | Боец (Немного поношенное),Наклейка | Cloud9 G2A | Кёльн 2015,Наклейка | FaZe Clan | Атланта 2017,Наклейка | Natus Vincere | Атланта 2017,Наклейка | SK Gaming (голографическая) | Краков 2017,39.49
36,"AWP | Боец (Немного поношенное)Наклейка: Astralis | Краков 2017, SK Gaming (голографическая) | Кёльн 2016, Спец-тех, Astralis | Бостон 201836",AWP | Боец (Немного поношенное),Наклейка | Astralis | Краков 2017,Наклейка | SK Gaming (голографическая) | Кёльн 2016,Наклейка | Спец-тех,Наклейка | Astralis | Бостон 2018,40.86
37,"AWP | Боец (Немного поношенное)Наклейка: Сломанный клык (голографическая), Bosh (голографическая), Evil Geniuses (голографическая) | Стокгольм 202137",AWP | Боец (Немного поношенное),Наклейка | Сломанный клык (голографическая),Наклейка | Bosh (голографическая),Наклейка | Evil Geniuses (голографическая) | Стокгольм 2021,,39.49
38,"AWP | Боец (Немного поношенное)Наклейка: kennyS | Колумбус 2016, karrigan | Бостон 201838",AWP | Боец (Немного поношенное),Наклейка | kennyS | Колумбус 2016,Наклейка | karrigan | Бостон 2018,,,40.25
39,AWP | Боец (Немного поношенное)Наклейка: Кемпинг (металлическая)39,AWP | Боец (Немного поношенное),Наклейка | Кемпинг (металлическая),,,,40.25
40,"AWP | Боец (Немного поношенное)Наклейка: Возрождение феникса (металлическая), StarLadder | Берлин 2019, USTILO | Лондон 2018, malta | Катовице 201940",AWP | Боец (Немного поношенное),Наклейка | Возрождение феникса (металлическая),Наклейка | StarLadder | Берлин 2019,Наклейка | USTILO | Лондон 2018,Наклейка | malta | Катовице 2019,42.83
41,"AWP | Боец (Немного поношенное)Наклейка: FaZe Clan (голографическая) | Лондон 2018, Возрождение феникса (металлическая), Бдительность (голографическая), Отличный выстрел41",AWP | Боец (Немного поношенное),Наклейка | FaZe Clan (голографическая) | Лондон 2018,Наклейка | Возрождение феникса (металлическая),Наклейка | Бдительность (голографическая),Наклейка | Отличный выстрел,41.60
42,AWP | Боец (Немного поношенное)Наклейка: Natus Vincere | Кёльн 201642,AWP | Боец (Немного поношенное),Наклейка | Natus Vincere | Кёльн 2016,,,,38.82
43,AWP | Боец (Немного поношенное)Наклейка: Ninjas in Pyjamas (голографическая) | Лондон 201843,AWP | Боец (Немного поношенное),Наклейка | Ninjas in Pyjamas (голографическая) | Лондон 2018,,,,38.14
44,"AWP | Боец (Немного поношенное)Наклейка: GODSENT | РМР 2020, GODSENT | РМР 2020, GODSENT | РМР 2020, Spirit | РМР 202044",AWP | Боец (Немного поношенное),Наклейка | GODSENT | РМР 2020,Наклейка | GODSENT | РМР 2020,Наклейка | GODSENT | РМР 2020,Наклейка | Spirit | РМР 2020,44.33
45,"AWP | Боец (Немного поношенное)Наклейка: Cloud9 G2A | Кёльн 2015, FaZe Clan | Атланта 2017, Natus Vincere | Атланта 2017, SK Gaming (голографическая) | Краков 201745",AWP | Боец (Немного поношенное),Наклейка | Cloud9 G2A | Кёльн 2015,Наклейка | FaZe Clan | Атланта 2017,Наклейка | Natus Vincere | Атланта 2017,Наклейка | SK Gaming (голографическая) | Краков 2017,39.49
46,"AWP | Боец (Немного поношенное)Наклейка: Astralis | Краков 2017, SK Gaming (голографическая) | Кёльн 2016, Спец-тех, Astralis | Бостон 201846",AWP | Боец (Немного поношенное),Наклейка | Astralis | Краков 2017,Наклейка | SK Gaming (голографическая) | Кёльн 2016,Наклейка | Спец-тех,Наклейка | Astralis | Бостон 2018,40.86
47,"AWP | Боец (Немного поношенное)Наклейка: Сломанный клык (голографическая), Bosh (голографическая), Evil Geniuses (голографическая) | Стокгольм 202147",AWP | Боец (Немного поношенное),Наклейка | Сломанный клык (голографическая),Наклейка | Bosh (голографическая),Наклейка | Evil Geniuses (голографическая) | Стокгольм 2021,,39.49
48,"AWP | Боец (Немного поношенное)Наклейка: kennyS | Колумбус 2016, karrigan | Бостон 201848",AWP | Боец (Немного поношенное),Наклейка | kennyS | Колумбус 2016,Наклейка | karrigan | Бостон 2018,,,40.25
49,AWP | Боец (Немного поношенное)Наклейка: Кемпинг (металлическая)49,AWP | Боец (Немного поношенное),Наклейка | Кемпинг (металлическая),,,,40.25
50,"AWP | Боец (Немного поношенное)Наклейка: Возрождение феникса (металлическая), StarLadder | Берлин 2019, USTILO | Лондон 2018, malta | Катовице 201950",AWP | Боец (Немного поношенное),Наклейка | Возрождение феникса (металлическая),Наклейка | StarLadder | Берлин 2019,Наклейка | USTILO | Лондон 2018,Наклейка | malta | Катовице 2019,42.83
51,"AWP | Боец (Немного поношенное)Наклейка: FaZe Clan (голографическая) | Лондон 2018, Возрождение феникса (металлическая), Бдительность (голографическая), Отличный выстрел51",AWP | Боец (Немного поношенное),Наклейка | FaZe Clan (голографическая) | Лондон 2018,Наклейка | Возрождение феникса (металлическая),Наклейка | Бдительность (голографическая),Наклейка | Отличный выстрел,41.60
52,AWP | Боец (Немного поношенное)Наклейка: ENCE (голографическая) | Стокгольм 202152,AWP | Боец (Немного поношенное),Наклейка | ENCE (голографическая) | Стокгольм 2021,,,,47.90
53,"AWP | Боец (Немного поношенное)Наклейка: Легендарный беркут-магистр (голографическая), 100 Thieves (золотая) | РМР 2020, ESPADA (золотая) | РМР 202053",AWP | Боец (Немного поношенное),Наклейка | Легендарный беркут-магистр (голографическая),Наклейка | 100 Thieves (золотая) | РМР 2020,Наклейка | ESPADA (золотая) | РМР 2020,,48.90
54,"AWP | Боец (Немного поношенное)Наклейка: Natus Vincere | РМР 2020, ELEAGUE | Бостон 2018, Борис, Возрождение феникса54",AWP | Боец (Немного поношенное),Наклейка | Natus Vincere | РМР 2020,Наклейка | ELEAGUE | Бостон 2018,Наклейка | Борис,Наклейка | Возрождение феникса,48.94
55,"AWP | Боец (Немного поношенное)Наклейка: Natus Vincere (голографическая) | Кёльн 2016, Natus Vincere | Колумбус 201655",AWP | Боец (Немного поношенное),Наклейка | Natus Vincere (голографическая) | Кёльн 2016,Наклейка | Natus Vincere | Колумбус 2016,,,49.61
56,"AWP | Боец (Немного поношенное)Наклейка: JW | Кёльн 2015, koosta | Кёльн 2016, Counter Logic Gaming | Катовице 2015, North (голографическая) | Атланта 201756",AWP | Боец (Немного поношенное),Наклейка | JW | Кёльн 2015,Наклейка | koosta | Кёльн 2016,Наклейка | Counter Logic Gaming | Катовице 2015,Наклейка | North (голографическая) | Атланта 2017,47.46
